"Confirmation Link Email","Bevesting-link e-mail"
"Send confirmation link","Bevestingingslink versturen"
"Confirm Password","Bevstig het wachtwoord"
"Edit Customer Group ""%s""","Bewerken klantengroep ""%s"""
"Sending","Bezig met verzenden"
"Visitor","Bezoeker"
"Tax class","BTW-groep"
"Tax/VAT number","BTW-nummer"
"TAX/VAT number is required.","BTW-nummer is verplicht"
"Show Tax/VAT number","BTW-nummer tonen"
"Tax Class","BTW-tariefgroep"
"Please, check your e-mail for confirmation key.","Check uw email voor de bevestiging-code.a.u.b."
"Config","Config"
"Contact Information","Contactgegevens"
"CSV","CSV"
"Day","Dag"
"Days in Wishlist","Dagen op verlanglijst"
"Date","Datum"
"Date Added","Datum toegevoegd"
"DD","DD"
"The title that goes before name (Mr., Mrs., etc.)","De aanhef die voor de naam staat (heer, mevrouw, etc.)"
"The suffix that goes after name (Jr., Sr., etc.)","De afkorting die achter de naam staat (Jr., Sr., etc.)"
"Your account balance is: %s","De balans van uw account is: %s"
"Details","Details"
"This e-mail does not require confirmation.","Deze e-mail hoeft niet bevestigd te worden."
"This Email will be sent instead of Default Welcome Email, after Account Confirmation.","Deze e-mail wordt verstuurd in plaats van het standaard-welkomstbericht, na de bevestiging van het account"
"This customer has no saved addresses.","Deze klant heeft geen opgeslagen adressen."
"This account is not confirmed.","Dit account is niet bevestigd."
"The address does not belong to this customer","Dit adres is niet van deze klant"
"This email address was not found in our records","Dit e-mail adres is niet gevonden in ons bestand"
"This is My Primary %s Address","Dit is mijn primaire %s-adres"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","Door een account aan te maken in deze winkel kunt u het betalingsproces sneller doorlopen, meerdere verzendadressen opslaan, bestellingen bekijken en volgen en meer."
"Suffix dropdown options","Dropdown-opties achtervoegsel"
"Prefix dropdown options","Dropdown-opties voorvoegsel"
"Email","E-mail"
"Email Sender","E-mail afzender"
"Missing email, skipping the record","E-mail ontbreekt, record wordt overgeslagen"
"Email Address","E-mailadres"
"Customer email already exists","E-mailadres van klant bestaat al"
"Require Emails Confirmation","E-mailbevestiging verplichten"
"Product Tags","Eigen tags"
"Grand Total","Eindtotaal"
"There was an error while deleting the address","Er is een fout opgetreden bij het verwijderen van het adres"
"A new password was sent","Er is een nieuw wachtwoord verzonden"
"There are no items in customer's wishlist at the moment","Er staan momenteel geen artikelen op de verlanglijst van de klant"
"Ext. Price","Ext. prijs"
"Additional Address Entries","Extra Adressen"
"Fax","Fax"
"Wrong region id by selected country","Fout gebied-id bij geselecteerd land"
"Error during retrieval of option value: %s","Fout tijdens opvragen van optiewaarde: %s-"
"Bad request.","Foute aanvraag"
"Go to Address Book","Ga naar adresboek"
"Continue Shopping","Ga verder met winkelen"
"Guest","Gast"
"Subscribed to Newsletter?","Geabonneerd op nieuwsbrief?"
"Date of Birth","Geboortedatum"
"Date of Birth is required.","Geboortedatum is verplicht"
"Show date of birth","Geboortedatum tonen"
"No item specified.","Geen artikel gespecificeerd."
"No Items Found","Geen artikelen gevonden"
"No Newsletter Found","Geen nieuwsbrief gevonden"
"No product collections found","Geen productverzamelingen gevonden"
"Purchased at","Gekocht bij"
"Bought From","Gekocht van"
"Average Sale","Gemiddeld bedrag"
"Paused","Gepauzeerd"
"Registered Customers","Geregistreerde klanten"
"Approved","Goedgekeurd"
"Group","Groep"
"Group ""%s"" can not be deleted","Groep ""%s"" kan niet worden verwijderd"
"Edit Group","Groep bewerken"
"Retrieve customer's groups","Groepen van klant ophalen"
"Group Information","Groepsgegevens"
"Group Name","Groepsnaam"
"Retrieve your confirmation link here","Haal hier uw bevestigingslink op"
"Hello, %s!","Hallo, %s!"
"The address was successfully saved","Het adres is opgeslagen"
"The address was successfully deleted","Het adres is verwijderd"
"HTML","HTML"
"Current Password","Huidig wachtwoord"
"Invalid current password","Huidig wachtwoord ongeldig"
"ID","ID"
"Login","Inloggen"
"Log In","Inloggen"
"Login or Create an Account","Inloggen of een account aanmaken"
"Subscribe","Inschrijven"
"IP Address","IP-adres"
"Year","Jaar"
"YYYY","JJJJ"
"Can't share customer accounts global. Because some customer accounts with same emails exist on multiple websites and cannot be merged.","Kan accounts niet overal delen, omdat sommige accounts hetzelfde e-mailadres op verschillende websites gebruiken en niet samengevoegd kunnen worden."
"Can't save address","Kan het adres niet opslaan"
"Can't save customer","Kan klant niet opslaan"
"Customer","Klant"
"Create customer","Klant aanmaken"
"Customer Api","Klant API"
"Customer doesn't have primary billing address","Klant heeft geen primair factuuradres"
"Save Customer","Klant opslaan"
"Customer Since","Klant sinds"
"Delete customer","Klant verwijderen"
"Delete Customer","Klant verwijderen"
"Share Customer Accounts","Klant-accounts delen"
"Customer Configuration","Klant-configuratie"
"Customer Login","Klant-login"
"Create customer address","Klantadres aanmaken"
"Edit Customer's Address","Klantadres bewerken"
"Delete customer address","Klantadres verwijderen"
"Customer Addresses","Klantadressen"
"Retrieve customer addresses","Klantadressen ophalen"
"Customers","Klanten"
"Retrieve customers","Klanten ophalen"
"Customer Group","Klantengroep"
"Customer Group was successfully saved","Klantengroep is opgeslagen"
"Customer Group was successfully deleted","Klantengroep is verwijderd"
"Save Customer Group","Klantengroep opslaan"
"Assign a customer group","Klantengroep toewijzen"
"Delete Customer Group","Klantengroep verwijderen"
"Customer Groups","Klantengroepen"
"Edit Customer Groups","Klantengroepen bewerken"
"Customer Information","Klantgegevens"
"Retrieve customers info","Klantgegevens ophalen"
"Retrieve customer data","Klantgegevens ophalen"
"Update customer data","Klantgegevens updaten"
"Leave empty for default (15 minutes).","Laat leeg voor standaard (15 minuten)."
"Last Viewed Items","Laatst bekeken artikel"
"Last 5 Orders","Laatste 5 bestellingen"
"Last Activity","Laatste activiteit"
"Last date subscribed","Laatste datum geabonneerd"
"Last date unsubscribed","Laatste datum uitgeschreven"
"Last Url","Laatste URL"
"Country","Land"
"Log in or Create an Account","Log in of maak een account aan"
"Log Out","Log uit"
"Login and password are required","Login en wachtwoord zijn verplicht"
"Login Information","Login-gegevens"
"M.I.","M.I."
"Month","Maand"
"Show middle name (initial)","Midden-initiaal tonen"
"My Account","Mijn account"
"My Account Dashboard","Mijn account-dashboard"
"My Dashboard","Mijn dashboard"
"My Orders","Mijn orders"
"My Reviews","Mijn reviews"
"My Tags","Mijn tags"
"My Wishlist","Mijn verlanglijst"
"Password minimal length must be more %s","Minimale wachtwoordlengte moet meer zijn dan %s"
"MM","MM"
"You are currently subscribed to 'General Subscription'.","Momenteel bent u geabonneerd op het Algemene Abonnement."
"You are currently not subscribed to our newsletter","Momenteel bent u niet geabonneerd op onze nieuwsbrief."
"You are currently not subscribed to any newsletter.","Momenteel bent u niet op een nieuwsbrief geabonneerd."
"n/a","n.v.t."
"Name","Naam"
"Name and Address Options","Naam- en adres-opties"
"To Cart","Naar Winkelwagen"
"Not confirmed, can login","Niet bevestigd, kan inloggen"
"Not confirmed, cannot login","Niet bevestigd, kan niet inloggen"
"Not Sent","Niet verzonden"
"New account","Nieuw account"
"New account confirmed","Nieuw account bevestigd"
"New Address","Nieuw adres"
"New Address Entry","Nieuw adres toevoegen"
"Add New Address","Nieuw adres toevoegen"
"Create New Customer Account","Nieuw klant-account aanmaken"
"New Customer Address","Nieuw klantadres"
"New password","Nieuw wachtwoord"
"New Password","Nieuw wachtwoord"
"Create New Account Options","Nieuwe account-opties aanmaken"
"New Group","Nieuwe groep"
"New Customer","Nieuwe klant"
"Add New Customer","Nieuwe klant toevoegen"
"New Customers","Nieuwe klanten"
"New Customer Group","Nieuwe klantengroep"
"Add New Customer Group","Nieuwe klantengroep toevoegen"
"New Customer Groups","Nieuwe klantengroepen"
"Newsletter","Nieuwsbrief"
"Newsletter Finish","Nieuwsbrief afsluiten"
"Newsletter Received","Nieuwsbrief ontvangen"
"Newsletter Start","Nieuwsbrief starten"
"Edit Newsletter Subscription","Nieuwsbrief-abonnement bewerken"
"Newsletter Subscription","Nieuwsbriefabonnement"
"Newsletter Information","Nieuwsbriefgegevens"
"Newsletters","Nieuwsbrieven"
"Edit Newsletters","Nieuwsbrieven bewerken"
"Never","Nooit"
"Number of lines in a street address ","Number of lines in a street address "
"Order Total","Odertotaal"
"or","of"
"Offline","Offline"
"Unknown","Onbekend"
"Subject","Onderwerp"
"Invalid email address","Ongeldig e-mailadres"
"Invalid email address ""%s""","Ongeldig e-mailadres ""%s"""
"Invalid option id specified for %s (%s), skipping the record","Ongeldig optie-ID opgegeven voor %s (%s), record wordt overgeslagen"
"Invalid attribute set specified, skipping the record","Ongeldige attributenset opgegeven, record wordt overgeslagen"
"Invalid attribute option specified for attribute %s (%s), skipping the record","Ongeldige attribuut-optie opgegeven voor attribuut %s (%s), record wordt overgeslagen"
"Invalid login or password.","Ongeldige gebruikersnaam en/of wachtwoord."
"Invalid customer data","Ongeldige klantgegevens"
"Invalid store specified, skipping the record","Ongeldige winkel opgegeven, record wordt overgeslagen"
"Wrong email.","Onjuist e-mailadres."
"Wrong customer account specified.","Onjuist klant-account gespecificeerd."
"Wrong transactional account email type.","Onjuist type transactionele e-mail"
"Wrong confirmation key.","Onjuiste bevestigingscode"
"Online","Online"
"Online Customers","Online-klanten"
"Online Customers Options","Online-klanten Opties"
"Online Minutes Interval","Online-minuteninterval"
"There are no items in customer's shopping cart at the moment","Op dit moment zitten er geen artikelen in de winkelwagen van de klant"
"Save","Opslaan"
"Account Sharing Options","Opties account delen"
"Customer View","Overzicht"
"PDF","PDF"
"Per Website","Per website"
"Personal Information","Persoonlijke gegevens"
"Edit Personal Information","Persoonsgegeves bewerken"
"City","Plaats"
"ZIP","Postcode"
"ZIP/Post Code","Postcode"
"ZIP/Postal Code","Postcode"
"Zip/Postal Code","Postcode"
"Price","Prijs"
"Primary Shipping Address","Primair afleveradres"
"Primary Billing Address","Primair factuuradres"
"Problem saving the collection, aborting. Error: %s","Probleem bij opslaan van verzameling. Magento sluit af. Fout: %s"
"Product","Product"
"Product ID","Product-ID"
"Product Reviews","Product-reviews"
"Product name","Productnaam"
"Product Name","Productnaam"
"State/Province","Provincie"
"Recent Orders","Recente orders"
"Records for ""","Records voor """
"Save And Continue Edit","Save And Continue Edit"
"Saved ","Saved "
"Customers Section","Sectie Klanten"
"Please select","Selecteer a.u.b."
"Please select region, state or province","Selecteer een gebied, staat of provincie a.u.b."
"Skip import row, website ""%s"" field not exists","Sla importeer-rij over, website ""%s"" veld bestaat niet"
"Skip import row, required field ""%s"" not defined","Sla importeren van rij over, benodigd veld “%s” niet opgegeven"
"Default Email Domain","Standaard e-maildomein"
"Default Welcome Email","Standaard welkomst-mail"
"Default Addresses","Standaard-adressen"
"Default Billing Address","Standaard-factuuradres"
"Default Shipping Address","Standaard-leveringsadres"
"Default Group","Standaardgroep"
"Status","Status"
"Street Address ","Street Address "
"Bill to Name","Stuur rekening op naam"
"Global","Systeem"
"Tag Name","Tag-naam"
"Text","Tekst"
"Text One Line","Tekst @eacute;@eacute;n regel"
"Telephone","Telefoon"
"Forgot Email Template","Template e-mail vergeten"
"Back","Terug"
"Back to Login","Terug naar log-in venster"
"Refunded","Terugbetaald"
"Prefix","Titel"
"Added From","Toegevoegd vanaf"
"Total","Totaal"
"Grand Total: %s","Totaal: %s"
"Type","Type"
"You are currently subscribed to our newsletter","U bent momenteel geabonneerd op onze nieuwsbrief"
"You are currently subscribed to our newsletter.","U bent momenteel geabonneerd op onze nieuwsbrief."
"You're now Logged Out","U bent nu uitgelogd"
"You have been successfully logged out and will be redirected to our homepage in 5 seconds.","U bent nu uitgelogd en wordt binnen 5 seconden naar onze homepage doorgestuurd."
"You have no additional address entries in your address book.","U hebt geen extra adressen in uw adresboek."
"You have no additional entries in your address book.","U hebt geen extra adressen in uw adresboek."
"You have not set a primary shipping address.","U hebt geen primair afleveradres ingesteld."
"You have no primary entries in your address book.","U hebt geen primaire adressen in uw adresboek"
"You have no default billing address in your address book.","U hebt geen standaard-factuuradres in uw adresboek."
"You have placed no orders yet.","U hebt nog geen bestellingen geplaatst."
"You have placed no products yet.","U hebt nog geen producten toegevoegd."
"You have not set a primary billing address.","U heeft geen primair factuuradres ingesteld."
"Disabled","Uitgeschakeld"
"Unsubscribe from newsletter","Uitschrijven bij nieuwsbrief"
"Update","Update"
"You have no default shipping address in your address book.","Uw hebt geen standaard-afleveradres in uw adresboek."
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","Vanuit uw Account Dashboard kunt u een snapshot bekijken van uw recente account-activiteit en uw accountgegevens updaten. Selecteer een link hieronder om gegevens te bekijken en te bewerken."
"First name can't be empty","Veld Voornaam mag niet leeg zijn"
"Sales Statistics","Verkoopstatistiek"
"Lifetime Sales","Verkooptotaal vanaf eerste bestelling"
"Wishlist","Verlanglijst"
"Wishlist - %d item(s)","Verlanglijst - %d artikel(en)"
"Submit","Verstuur"
"Delete","Verwijder"
"Deleted Stores","Verwijderde winkels"
"Remove","Verwijderen"
"Ship to Last name","Verzend naar achternaam"
"Ship to First name","Verzend op voornaam"
"Shipping Information","Verzendgegevens"
"Shipping Method","Verzendwijze"
"Sent","Verzonden"
"Shipped to Last Name","Verzonden aan achternaam"
"Shipped to Name","Verzonden aan naam"
"Shipped to First Name","Verzonden aan voornaam"
"First Name","Voornaam"
"Missing firstname, skipping the record","Voornaam ontbreekt, record wordt overgeslagen"
"Show prefix","Voorvoegsel tonen"
"Retrieve your password here","Vraag uw wachtwoord hier op"
"Please enter your email below and we'll send you confirmation link for it.","Vul alstublieft hieronder uw email adres in en we sturen u een bevestiging-link."
"Please enter your email below and we'll send you a new password.","Vul hieronder uw emailadres in en we sturen u een nieuw wachtwoord."
"Please enter your email below and we'll send you a new password.","Vul hieronder uw emailadres in en we sturen u een nieuw wachtwoord."
"Please enter your email.","Vul uw e-mail adres in a.u.b."
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Waarden scheiden met puntkomma (;) <br/>Zet een puntkomma aan het begin voor een lege eerste optie.<br/> Niets invullen voor een leeg tekstveld."
"Pending","Wachtende"
"Password","Wachtwoord"
"Password can't be empty","Wachtwoord mag niet leeg zijn."
"Password must have at least 6 characters. Leading or trailing spaces will be ignored.","Wachtwoord moet uit tenminste zes tekens bestaan. Spaties voor- of achteraan zullen genegeerd worden ."
"Save Password","Wachtwoord opslaan"
"Password forgotten","Wachtwoord vergeten"
"Forgot Your Password?","Wachtwoord vergeten?"
"Change Password","Wachtwoord wijzigen"
"Password Options","Wachtwoord-opties"
"Password fields can't be empty.","Wachtwoordvelden mogen niet leeg zijn."
"Website","Website"
"Customer website id must be specified, when using website scope.","Website-id van klant moet gespecificeerd zijn bij gebruik van website scope."
"Are you sure?","Weet u het zeker?"
"Are you sure you want to delete this address?","Weet u zeker dat u dit adres wilt verwijderen?"
"Are you sure that you want to remove this item?","Weet u zeker dat u dit artikel wilt verwijderen?"
"Are you sure you want to cancel adding of this address?","Weet u zeker dat u het toevoegen van dit adres wilt annuleren?"
"Welcome Email","Welkomst-mail"
"Send welcome email","Welkomstbericht mailen"
"Send Welcome Email after Confirmation","Welkomstbericht mailen na bevestiging"
"Edit","Wijzigen"
"Change Shipping Address","Wijzigen"
"Change Billing Address","Wijzigen"
"Store","Winkel"
"Shopping Cart","Winkelwagen"
"Shopping Cart - %d item(s)","Winkelwagen - %d artikel(en)"
"Store View","Winkelzicht"
"XML","XML"
"Visible In","Zichtbaar in"
"Please make sure your passwords match.","Zorg er voor dat de wachtwoorden overeenkomen"
