"Get help for this page","Hulp voor deze pagina"
"images/logo.gif","images/logo.gif"
"Import","Importeren"
"In File:","In bestand:"
"In Database:","In database:"
"Total %d records found","In totaal zijn er %d records gevonden"
"Inactive","Inactief"
"Incl. Tax","Incl. BTW"
"Logged in as %s","Ingelogd als %s"
"Contents","Inhoud"
"Include","Insluiten"
"Interactive","Interactief"
"Interface Locale: %s","Interface-lokalisatie: %s"
"Items to merge","Items to merge"
"Yes","Ja"
"Prev. year (hold for menu)","Jaar terug (vasthouden=menu)"
"Card Verification Number","Kaart-verificatienummer"
"Unable to login.","Kan niet inloggen"
"Channel","Kanaal"
"Channel:","Kanaal:"
"Shipping address selection is not applicable","Keuze van afleveradres is niet toepasbaar"
"Customer Since:","Klant sinds:"
"Customers","Klanten"
"Customer Group:","Klantengroep:"
"critical","kritiek"
"Last Logged In:","Laatst ingelogd"
"Last Logged In (%s):","Laatst ingelogd (%s):"
"Last 5 Orders","Laatste 5 bestellingen"
"Last 5 Search Terms","Laatste 5 zoektermen"
"Latest Message:","Laatste bericht:"
"Last Name:","Laatste naam:"
"Country:","Land:"
"Leave empty to use tax identifier","Leeg laten om BTW-identifier te gebruiken"
"Read details","Lees details"
"Warning! Empty value can cause problems with CSV format.","LET OP! Lege waarde kan problemen veroorzaken met het CSV-formaat."
"Shipment History","Levering Geschiedenis"
"License:","Licentie:"
"Log Out","Log uit"
"Upload Local File","Lokaal bestand uploaden"
"Upload local file:","Lokaal bestand uploaden:"
"Local Server","Lokale server"
"Local/Remote Server","Lokale/externe server"
"Prev. month (hold for menu)","Maand terug (vasthouden=menu)"
"Magento Logo","Magento Logo"
"Magento ver. %s","Magento versie %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade; is een handelsmerk van Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc."
"Magento Core Api","Mageto Core API"
"Mapping Configuration","Mapping Configuration"
"Max","Max"
"md5sum","md5sum"
"notice","melding"
"Merge Now","Merge Now"
"Min","Min"
"Module version conflict!","Module version conflict!"
"MS Excel XML","MS Excel XML"
"N/A","N/B"
"Name","Naam"
"Attribute Set Name:","Naam attributen-set:"
"Name on the Card: %s","Naam op de kaart: %s"
"Name on Card","Naam op kaart"
"Name:","Naam:"
"to","naar"
"Go Today","Naar vandaag"
"No","Nee"
"Ignore","Negeren"
"Add New User","Nieuwe gebruiker toevoegen"
"Add New Role","Nieuwe Rol toevoegen"
"Add New Template","Nieuwe template toevoegen"
"Level","Niveau"
"Note:","Notitie:"
"Shipment Comments","Notities verzending"
"Notes:","Notities:"
"- or click and drag for faster selection.","of klik en sleep voor snelle selectie"
"- or Shift-click to decrease it","of shift-klik om het te verlagen"
"Description:","Omschrijving:"
"Invalid webservice adapter specified","Ongeldige webservice-adapter gespecificeerd"
"Invalid webservice handler specified","Ongeldige webservice-handler gespecificeerd"
"Custom","Op maat"
"or","or"
"Original Magento attribute names in first row:","Originele Magento attribuut-namen in eerste rij:"
"Old rate:","Oude koers:"
"About the calendar","Over de kalender"
"Add Package dependency","Package dependency toevoegen"
"Path:","Pad:"
"Path","Pad:"
"Page","Pagina"
"Package","Pakket"
"Package Information","Pakket-informatie"
"Packages","Pakketten"
"Passive mode","Passieve mode"
"PayPal Email","PayPal e-mail"
"per page","per pagina"
"Personal Information","Persoonlijke gegevens"
"Add PHP Extension dependency","PHP extension dependency toevoegen"
"Please, select a store view","Please, select a store view"
"Zip/Postal Code:","Postcode:"
"Price","Prijs"
"Price:","Prijs:"
"Primary Billing Address","Primair factuuradres"
"Processed <strong>%s%% %s/%d</strong> items","Processed <strong>%s%% %s/%d</strong> items"
"Product","Product"
"Products","Producten"
"Profile Information","Profiel informatie"
"State/Province:","Provincie:"
"Show Report for","Rapport tonen voor"
"Remove","Remove"
"Direction:","Richting:"
"Role","Rol"
"Edit Role","Rol bewerken"
"Role Users","Rol gebruikers"
"Roles","Rollen"
"Roles Resources","Rollen bronnen"
"User Roles","Rollen van gebruiker"
"Summary:","Samenvatting:"
"Schedule Merge","Schedule Merge"
"Current Configuration Scope:","Scope huidige configuratie"
"Magento Core Api Section","Sectie Magento core API"
"Select website from map","Select website from map"
"Select website to map","Select website to map"
"Please select one of the above options.","Selecteer &eacute;&eacute;;n van de hierboven genoemde opties a.u.b.."
"Please select one of the options.","Selecteer &eacute;&eacute;n van de opties a.u.b.."
"Select Range","Selecteer bereik op"
"Please select an option.","Selecteer een optie a.u.b."
"Please select State/Province.","Selecteer een provincie a.u.b"
"Import Service","Service importeren"
"Drag to move","Slepen om te verplaatsen"
"Exclude","Sluit uit"
"Close","Sluiten"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Sommige bestelde producten hebben afwijkende factuur- en verzendgegevens. U kunt pas een zending aanmaken nadat u hebt gefactureerd."
"Sort Order","Sorteervolgorde"
"Spreadsheet Name:","Spreadsheetnaam:"
"Staging Store: ","Staging Store: "
"Staging Website: ","Staging Website: "
"Default (Admin) Values","Standaard (Admin) waarden"
"Default Values","Standaardwaarden"
"Use Default Value","Standaardwaarden gebruiken"
"View Statistics for","Statistieken bekijken voor"
"Status","Status"
"Status:","Status:"
"Store: ","Store: "
"Add Subpackage dependency","Subpackage dependency toevoegen"
"Subpackage","Subpakket"
"Subpackages","Subpakketten"
"Switch/Solo card issue number: %s","Switch/Solo card nummer: %s"
"Switch/Solo card start Date: %s/%s","Switch/Solo kaart begindatum: %s/%s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro(UK binnenland) kaart begindatum: %s/%s"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro(UK binnenland) kaart nummer: %s"
"Phone:","Telefoon:"
"Thumbnail","Thumbnail"
"Time:","Tijd"
"Time selection:","Tijdkeuze:"
"Client Session timeout (sec.)","Time-out klantsessie"
"Access Denied.","Toegang geweigerd."
"Resource Access","Toegang tot bron"
"Show by","Tonen op"
"Top 5 Search Terms","Top 5 zoektermen"
"Credit Memo Totals","Totaal creditnota's"
"Final Price","Totaalprijs"
"Type","Type"
"Type:","Type:"
"You have","U hebt"
"Issue Number","Uitgave-nummer"
"Distributed under GNU LGPL. See %s for details.","Uitgebracht onder GNU LGP licentie. Voor details zie %s."
"Your Account has been deactivated.","Uw account is gedeactiveerd."
"Issuer: %s","Uw bank: %s"
"From","Van"
"of %s pages","van %s pagina's"
"Add Field with URL:","Veld met URL toevoegen"
"Field Mapping","Veldindeling"
"Connect with the Magento Community","Verbinden met de Magento gemeenschap"
"Version:","Versie:"
"Expiration Date","Vervaldatum"
"Expiration Date: %s/%s","Vervaldatum: %s/%s"
"Delete","Verwijder"
"Enclose Values In:","Voeg waarden bij in:"
"Please enter a valid $ amount. For example $100.00.","Voer een geldig &euro; bedrag op. Bijvoorbeeld: &euro; 100.00."
"Please enter valid password.","Voer een geldig wachtwoord in a.u.b."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Voer een geldige postcode in a.u.b. Bijvoorbeeld: 2900 of 6621BK"
"Track order","Volg bestelling"
"Track this shipment","Volg deze verzending"
"Next year (hold for menu)","Volgende jaar (vasthouden voor menu)"
"Next month (hold for menu)","Volgende maand (vasthouden voor menu0"
"Next page","Volgende pagina"
"First Name:","Voornaam:"
"Stock Quantity:","Voorraadhoeveelheid:"
"Previous page","Vorige pagina"
"Value Delimiter:","Waarde-scheidingsteken:"
"Please wait, loading...","Wacht a.u.b. Bezig met laden..."
"Password","Wachtwoord"
"Warning!rnThis action will remove this user from already assigned rolernAre you sure?","Warning!rnThis action will remove this user from already assigned rolernAre you sure?"
"Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?","Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?"
"What is this?","Wat is dit?"
"Web Services","Web Services"
"Website: ","Website: "
"Websites","Websites"
"Websites / Stores","Websites / Stores"
"Are you sure that you want to delete this template?","Weet u zeker dat u deze template wilt verwijderen?"
"Are you sure that you want to strip tags?","Weet u zeker dat u tags wilt verwijderen?"
"Please confirm site switching. All data that hasn't been saved will be lost.","Weet u zeker dat u wilt wisselen van site? Alle data die nog niet bewaard is zal verloren gaan!"
"(Shift-)Click or drag to change value","Wijzig de waarde met (shift-)klik of slepen"
"Store:","Winkel:"
"Choose Store View","Winkelzicht kiezen"
"Visibility:","Zichtbaarheid"
"Please make sure that your changes were saved before running the profile.","Zorg er voor dat alle wijzigingen zijn opgeslagen voordat u het profiel uitvoert"
"Please make sure your passwords match.","Zorg er voor dat de wachtwoorden overeenkomen"
